Author
Mark P. O. Morford
Robert J. Lenardon
Richard Bruce Wright
Carlo D'Este
Deborah Werksman
Jill Ker Conway
Ms. Nancy L. Mace MA
Dr. Peter V. Rabins MD MPH
Dr
Patricia L. Wrede
Lipman
Ginny Elkin
Deborah Coates
Mary Tyler Moore
Jim Lehrer
Karen Duffy
Jane Pettigrew
Tamara Traeder
Carmen Renee Berry
Carmen Renee Ber
Stephen Booth
June Rose
Terry Southern
Su Tong
John Harding
Nick Redfern
Andy Roberts
Nigel Williams
M. J. Hyland
Jeremy Poolman
Daniel Menaker
Tom McNab
Diane Mckinney-whetstone
Nicholas Blincoe
Ron Liebman
Dave Davies
Charles Barkley
Roy S. Johnson
Paul Feig
George  B. Addison
Jack M. Bickham
Peter Moore
P. Anthony
Deborah DEUTSCHMAN
Walter Velez
W.S. Milner
Ray Kurzweil
Susan Johnson
R. T. Stevens
Celia Rees
Joanna Hershon
Clarissa Pinkola Estes
Deborah Copaken Kogan
Jeannine Kadow
Christel Wiemken
Bruce Patterson
Paul Denham
Edward E. Kramer &amp
Peter Crowther
Forrest J. A
Hilary Masters
Peter Blauner
Robert Jastrow
Gonzalo Lira
Terry Farish
Joe McGinniss
Avery Corman
Dan G. Stone
Kenneth J. Harvey
Anna Murdoch
Stephen Dixon
Marci McDonald
Penny Dale
Anabel Kindersley
Barnabas Kindersley
UNICEF
Wayne G. Hammond
Christina Scull
Leo Lionni
R. H. W. Dillard
Betty Mindlin
Donald Slatoff
J R R Tolkien
Andrew Boyd
Brian Bond
Owen Beattie
John Geiger
Kelley Armstrong
Time-Life Books
Time Life Books
George Perry
Clive Barda
David Marples
David Wright
Claudia L. Johnson
Mark Waid
Carolina Maria De Jesus
The Main Street Press
Wilhelm K. Grimm
Lore S
Aine O'Connor
Voltaire - Translated By John Butt
Cooper
J.F.
Christoph G�hler
Laura Wilson
Caroline Einh�upl
Paule Constant
Helene Karmasin
Harro Christensen
Walter Allen
Ziauddin Sardar
Bruce Pandolfini
Josephine Saxton
Suzanne Weyn
Allan Zullo
Roy MacGregor
�ke Edwardson
Angelika Kutsch
Amy Hempel
J.D. McClatchy
Jed Gillen
S. Robinson
Richard Harrington
Jack Vance
Marcus Cunliffe
William J. Caunitz
Eric Lustbader
Tom McGregor
Donald Hall
Fitzgerald
Edward Bloor
Roy Blount
Peter De Seve
Peter De S�ve
Michael Curtis Ford
Siegfried Berger
Barbara Freethy
Diana Diamond
Chuck Smith
Chuck
Jr. Smith
Eva Ibbotson
Liselotte Julius
Angelika Naujokat
Kai Meyer
Kensington Ladies' Erotica
Roger Shattuck
Douglas Keith Candland
Mountaineers
Peggy Ferber
Mel Levine
Meir H. Degani
Marty Crisp
David Lubar
Catherine Daly-Weir
Dan Greenburg
Philip K. Howard
Joseph Barbera
Dorit Rabinyan
Daniel Pinkwater
Charles Williams
Lynn Freed
Christopher De Vinck
Jenny Lee
Ruth Nanda Ashen
Ruth N. Anshen
Jim Kokoris
Celia Rivenbark
Connie Briscoe
R. O. Blechman
Abba Eban
H�l�ne Narbonne
Jacques Martinache
Jesse Duplantis
Mark Chadbourn
Mary Logue
George S. Clason
Michael Laimo
Al Kelly
Tamilee Webb
Lori Seeger
Stephanie Seymour
Larry Waschka
Cynthia Richmond
Robert Parry
Laura Wickenden
Carole Lewis
Mark L. Prophet
Emmet Fox
Stuart Gordon
Cecelia Ahern
Elaine Viets
Peggy Noonan
Matthew Lesko
Mary Ann Martello
C.J. Beck
Thomas Kinkade
Katherine Spencer
Lewis Thomas
Tom Brannon
Barbara Gibson
Lynne Ewing
Patricia Moyes
Diana L.
Alexandra Sellers
Caroline Cross
Stephen R. George
Esther Freisner
Charles L. Grant
Simon &amp
Schuster
Paul Lopez
Fritz Siebel
Elizabeth Winthrop
Stoddard
Trina Schart Hyman
Bernard Lorthol
Roswitha Quadflieg
Yoshitaka Amano
Kelley Jones
Carly Bishop
Sheila Simonson
Margaret St.George
Jill Bennett
Catherine Gaskin
Susan Mallery
Lord Sudley
Patricia Gardner Evans
K.C. McKinnon
Beverly Barton
Karen Kendall
Donna Simpson
David Pickering
Gwyneth Jones
Eric H. Warmington
Philip G. Rouse
W. H. D.
Christine Flynn
Connie Flynn
Johanna Reiss
Bill Thomas
Poppy Z. Brite
Joan Walsh Anglund
Assata Shakur
Angela Davis
Philip Norman
James Tate
Caitlin R. Kiernan
Theresa Medeiros
Peter Washington
Michael Heatley
The Beatles
Annie Leibovitz
Elaine Fox
Graham Joyce
Julie Kistler
Metsy Hingle
Jo Ann Vest
Gwynne Forster
Kathleen Korbel
Kim Cates
Kimberly Cates
Duke
Elizabeth Duke
Jessica Steele
Alan Cackett
George Saunders
Eve Gaddy
Patricia Hagan
Michael Heslop
Ron Picarski
Wayne L. Westcott
Mark Williams
Thomas R. Baechle
Richard A. Clarke
Zenna Henderson
Mark Olson
Priscilla Olson
Elizabe
Mariah Stewart
Susan Alcorn
Leonard Sanders
Lois Ehlert
Virginia Euwer Wolff
Andrew Weil M.D.
Jack C. Harris
Gene Biggs
Margo Lundell
Jose Cardona
Walt Disney Productions
Melissa Getzoff
Julie Durrell
Janet Adele Bloss
Henry Fielding
R. P. C. Mutter
Piero Ferrucci
Sascha D�nges
Linda Adams
Elinor Lenz
Peter Irons
Ethan Canin
Pierre Laurendeau
Jean-Joseph Julaud
Herv� Bazin
Gilbert Pestureau
Jean-Pierre Renard
H. G. (Herbert George) Wells
Herbert George Wells
Armand Pierhal
Hugo
Francis Ledoux
Herve Bazin
Beaumarchais
Pierre Augustin Caron De Beaumarchais
Jean Markale
Sara Craven
Leigh Michaels
Darcy
Raye Morgan
Grace Green
Jerry Murray
Jacqueline Diamond
Lucy Gordon
Magda Bogin
Virginia Hamilton
Eros Keith
Franz Rottensteiner
Editor-Peace Corps
M. I. Finley
Rex Warner
David Helvarg
Tessa Duder
Erika Friedl
Andrew Louth
Maxwell Staniforth
Elizabeth L. Post
Michele B. Slung
Patrick Galvin
Paul Bacon
Cheryle B. Torsney
Eilis Dillon
Gelsey Kirkland
Fred Rogers
Nina Bawden
Johanna Westerman
James D. Houston
Jeanne Wakatsuki
Hans Urs Von Balthasar
Graham Harrison
Eugene H. Peterson
Ed Kramer
Steve Brust
Clive
Martin Seymour-Smith
Martin Seymour-
Marvel Books
Chris Claremont
Jean M Auel
James M. Wall
Charles E. Rosenberg
Daniella Gioseffi
Kathe Kollwitz
Robert Waterman
Amy MacDonald
Sarah Fox-davies
Jeanne Willis
Mary Rees
Heather Amery
Diana Hendry
Jane Chapman
Inga Moore
Rev. W. Awdry
Libby Butterworth
Siobhan Dodds
Jan Mark
Helen Oxenbury
Emma Chichester Clark
Sally Hunter
Maggie Kneen
Eric Hill
Jean Cocteau
Jonathan Coe
Len Wein
Bruce Jones
Eug�ne Ionesco
Loana Petrucciani
Rachel Seiffert
Laurent Vicomte
Pierre Makyo
Marie-Raymond Farr�
Michael Bond
Maurice Hindle
Christop
Eiji Yoshikawa
Emmanuel Carr�re
Pierre Bayard
Riyoko Ikeda
Gabrielle Chamarat
Fran�ois Lelord
Alain Dom�rieux
M. Stephen Lukac
Swami Prabhavanada
Shaun Gayle
�lisabeth Gille
Elizabeth Knox
Blanche D'alpuget
Steven Pacey
Gordon Hutner
John Banville
Gillian Rubinstein
Lee Striker
Bob Smith
Mccullough Colleen
Peter James
Stuart Atkinson
Gary Bines
Ian Jackson
Anita Roddick
Blake Morrison
Frances Coady
Takashi Matsuoka
David Zindell
M. Oliver
Caroline Hamilton
Stephen Lawhead
James McKean
J. G. Ballard
Clea Koff
Maggie Alderson
Pat Cadigan
Christy Campbell
James Runcie
Mark Burnell
Patrick White
Liza Dalby
Ruth Park
David Reynolds
Philip Casey
Luiz Alfredo Garcia-Roza
Liu Hong
Nicole Mones
Thomas Merton
Peter Hill
Adrienne Jansen
Joe Simpson
Rande Brown
Marcos McPeek Villatoro
Katherine Hall Page
Tom Park
James Gleick
Michael McCall
Ellen Ullman
Joann Scheck
Michael Nouri
Jordan S.
Gordon
Gary Rubin
Nancy Reagan
Ronald Reagan
Philip J. Davis
Shelly Christiansen
Robin Heath
Alisa
Harrar
Sari Bauman
Claude McKay
Ararat Iyob
Judith W. Steinbergh
Cary Wolinsky
Christmas Humphreys
Carroll O'connor
Marjorie Holmes
Doris Pozzi
Jeff Friedman
Helen Steiner Rice
Carol Guess
Annie Ernaux
Robert Fitzgerald
Irving Stone
Nicole Burnham
Loree Lough
Crystal Green
Ellen James
Julie Leto
Joleen Daniels
Jeane Renick
Peg Sutherland
Jeff Mariotte
Pam Binder
Anne Kelleher
Elizabeth Massie
Elizabeth Thornton
Christina Kingston
Cindy Harris
Harbison
Kenneth C. Flint
Jan McKee
Catherine Hart
Diane Tidd
Peggy Bechko
Jessica Hall
Joanne Bremer
Lindsay Longford
Patti Berg
Harrison Evans Salisbury
Judy Gill
Carolyn Greene
Anne Mather
Neesa Hart
Kay Thorpe
Kimberly Raye
June Strong
Selma Eichler
Debra Webb
Joy Reed
Shirl Henke
Harper Allen
Charlotte Maclay
Bruce D. Arthurs
Donna Schaff
Karl Marx
Friedrich Engels
??�??????
?????�??????
Griffin Publishing
Klutz Press
John Taylor Gatto
Melissa M�ller
Melissa Muller
Robert Kimber
Rita K
Jea Yu
Professor Peter Singer
David Ogilvy
Joy Behar
Lydia Davis
Mark C. Baker
Paul Fussell
Steven B. Sample
John Bruer
Geoffrey Nunberg
George L. Grice
John F. Skinner
Judith S. Wallerstein
Sandra Blakeslee
Christopher Bates
Kenneth Koch
Kate Farrell
Robert Bolton
Siobhan Adcock
Robert Storey
Herb Goldberg
Tuiavii
Peter C. Cavelti
Erich Scheurmann
Roger Love
Donna Frazier
Lars-Gunnar Andersson
Peter Trudgill
Laurie Bauer
Nigel Warburton
Jason Wood
S. Cannavo
Jonathan Glover
Kenneth Wilkinson
Richard Ford
Kenneth Cushner
Richard W. Brislin
Marti Olsen Laney Psy.D.
Aaron Asher
Daniel L. Schacter
Jean Aitchison
John Berger
Robert B. Heilman
Jean Kilbourne
Louise DeSalvo
Ed Zotti
Eric Maisel
Charles Wheelan
Robert Wright
Ken Foster
Herbert R. Kohl
Erving Goffman
John Caples
Fred E. Hahn
Richard Appignanesi
Ralph Edney
Jimmie Hill
Gary A Davis
Robert Fisher
Richard W. Paul
Linda Elder
Richard Baudians
Kathlyn Gay
Cecil Adams
Michael Swan
Catherine Walter
Carl R. Rogers
H. Jerome Freiberg
Jon Chandler
Stuart Timmons
Sherrie Krantz
Matt Briggs
Jack Handey
Robert Schnelle
Sappho
Paul Roche
David Schiller
Eric Schiller
G. K Kasparov
Luke David
John Kurtz
Sandrina Kurtz
David Milgrim
Lisa McCourt
Cyd Moore
Nina Barbaresi
Darren McGavin
Lee Madigan
Nancy C. Gamble
Leslie Colvin
Emma Speare
American Heart Association
Pam England
Rob Horowitz
Becky A. Bailey
Richard H. Pitcairn D.V.M.
Susan Hubble Pitcairn
Marshall H. Klaus
Elaine Martin
Randall Neustaedter
Deborah Taylor-Hough
Susan Osborn
Alison Mack
Diana West
Tracy Fitzsimmons
Pamela Liflander
James Eade
David Hooper
Kenneth Whyld
Mary Theola
Mary
J. Verleye
Christina M. Anello
J. E. Lohr
Ray Hansen
Jack Moore
Penny Gentieu
Norma J. Bumgarner
Diane Bengson
Antonia Barber
P.J. Lynch
Toni Weschler
Janet Zand
Rachel Walton
Mayo Clinic
Peggy O'Mara
Jacqueline Roge
Jim Talbot
Bill Adler  Jr.
Peni R. Griffin
Lucasfilm Ltd.
Full Cast
Brett Butler
Michael P. Kube-Mcdowell
Mike Mcquay
Annette Funicello
Patricia Romanowski
Tui Sutherland
Nancy Harrison
John Tobler
Jimmy Guterman
Owen O'Donnell
John Madden
Albert Goldman
Bob Nelson
Peter Economy
James Axler
L. Frank Baum
Robert Arthur
Don Pendelton
Don Pendleton
Richard Sapir
Robert Cormier
Philip Wylie
Edwin Balmer
Peter McCabe
Kin Platt
Michael Hoeye
Michelle Groce
Laura Duis
Debbi Rawlins
Harold G. Moore
Gabriel King
Mary Frampton
Dave Anderson
Laura Malone Elliott
Terry Lindvall
Liz Carlyle
Keyton Weissinger
Ryan Russell
Ido Dubrawsky
FX
Joe Grand
Tim Mullen
Malaclypse The Younger
Omar Khayyam Ravenhurst
Elliotte Rusty Harold
W. Scott Means
Matt Childs
Paul Lomax
Ron Petrusha
Tim Bunce
Alligator Descartes
William Olaf Stapledon
Olaf Stapledon
Brad Steiger
Serge Kahili King
Eric A. Meyer
Robert C. Wilson
Patricia Wrede
Pamela Sargent
Jeri Taylor
Weinhaus Evonne
Fernando
Alexei Panshin
Dave Smeds
Hilary Ba
Silverberg
Susan Schwartz
Woody Allen
Will Shetterly
Ken Keyes Jr.
Geoffrey Of Monmouth
A.C. Bhaktivedanta
Robert E. Vardeman
Gar Reeves-Stevens
Patricia Floss
Linda Frankel
Victoria Poyser
Evangeline Walton
Eugene T. Gendlin
Sydney J. Van Scyoc
Lee Correy
Sonni Cooper
Lowell Cauffiel
Alan H. Cohen
James H. Schmitz
Daniel Oran
Neil Mcmahon
Robert W. Finkel
Carol Cirulli Lanham
Richard Platt
Ashley Montagu
Marilyn Levy
Baine Kerr
Ann Louise Gittleman
Christina Scott-Moncrieff
Suzanne Somers
Cynthia Holzapfel
Cynthia Nofziger
Zhi Gang Sha
Debbie Ford
Edita M. Kaye
Gary David Bouton
Barbara Mancuso Bouton
Fritz Leiber
Judy Mazel
Rob Byrnes
Victor Jones
Marc Edmund Jones
Richard Hughes
Chretien (translated By W. W.Comfort) DeTroyes
Gillian E. Hanscombe
Jackie Forster
Ruth Falk
Kathleen Barry
Susan Powter
Merrill F. Elias
etc.
Russell Allen. Stultz
Lee Salk
Bill Mauldin
June Sochen
Nancy Wainer Cohen
Lois J. Estner
Mcgoldrick Et Al.
Monica McGoldrick
Joe Giordano
William B. Sanders
Shelley Singer
Lynn Witt
Sherry Thomas
Daniel Harris
Richard Kot
Tad Richards
Neale S. Godfrey
James W. Green
Sonia Johnson
Nikolai Tolstoy
Vincent Murano
Robert A. Goldberg
Adrianne Blue
Paul Reidinger
Boris Vallejo
Estaban Maroto
Parke Godwin
William W.crain
Edwards
Stanley Cohen
Penny Armstrong
Steve Fabian
Mikael Nordfors
Peter McWilli
Roger Elwood
Sally Miller Gearhart
Anne. McCaffrey
M.S. Murdock
Richard Monaco
Harve Bennett
Rowena Morrill
Vonda N. McIntryre
Phyllis Ann Karr
Patricia Campbell Hearst
Mary Glatzle
Don W. Weber
Charles Bosworth Jr.
Richard Shears
Carol Gino
Elizabeth Morgan
Kevin McCarthy
David Silva
Pamela Townley
Richard Bowker
Robert S. Blum
L. L. Greene
Andrew M Greeley
Janet Morris
Eileen Lottman
Thomas F. Monteleone
Russ Martin
Donald E. McQuinn
Tanith Lee (inner)
Michael Whelan (cove
David SHOBIN
M Piercy
Evan H. Rhodes
Bob Randall
Emma Tennant
Random House
Leo Calvin Rosten
Madeena S. Nolan
Andrew Neiderman
Kenneth Klein
Pocket
Rosemary Kirstein
Glen A. Larson
Robert Thurston
Deborah Turner Harris
Roderick
Roderick MacLeish MacLeish
Rosamond Smith
Francine P. Pascal
Meaney Dee Morrison
Joan Wilder
Shannon Lewis
Robert Littell
G. William Domhoff
Florence Haseltine
Edward O. Wilson
David Payne
Flora Rheta Schreiber
Joyce Armor
Gerald Seymour
Glade Curtis
Katie Tamony
Barbara Canida MD
Anna Lee Waldo
Gene Weingarten
Marc Ian Barasch
Caryle Hirshberg
M.D. Larry Dosse
Nicholas Meyer
Joshua Quittner
Michelle Slatalla
Michael Prescott
David Lindsey
Seth Mcevoy
Ian Caldwell
Dustin Thomason
Meynell
L.A. Graf
Jack Hopkins
Eric Lloyd Wright
Harvey R. Greenberg
Kathleen Tynan
Joanne Greenberg
Eric Frank Russell
Maxine Rose Schur
Nancy Niles
Robert Grace
Polly Athan
Jodi Evert
Jeanne Thieme
Carolyn Meyer
Janie Jasin
Pam Kurtz
Checkerboard Press
Patricia Lee Gauch
Elise Primavera
Anne Mortimer
Susan Meddaugh
Vance H. Trimble
David Gaadt
C. F. Payne
Susan Adler
HAL CLEMENT
Neal Shusterman
Jamie Simons
Robert Rooney
Mortimer J. Adler
Christopher Omartian
Amanda Omart
Gary Jacobsen
Marilyn Brown Oden
Marvin Minsky
Suzanne Jones
Jacki Lyden
Martha Sacks
Jack E. Davis
James Bryan Smith
David Mullins
Brennan Manning
Mark H. Osmun
David Paige
Joe L. Wheeler
B. B. King
David Ritz
Billy Sprague
Marjorie Garber
Ken Stanton
Charles A. Lindbergh
Keith Kay
Donna Erickson
David LaRochelle
J.F. Federspiel
Karen Hull
Charles M. Sheldon
Patsy Clairmont
Gwen Ellis
Pat Widmer
Twila Paris
Starla Paris Novak
Jim Cymbala
Dean Merrill
Philip Gonzalez
Leonore Fleischer
Cindy Holby
Adele Griffin
Peter V Orullian
Jim Conway
John Reynolds Gardiner
Greg Hargreaves
Carla Dijs
Jerry Smath
Q. D. Leavis
Charles Swindall
Erich Karkoschka
Paul Robert Walker
Billy Graham
Virginia J. Ruehlmann
Jack Brou
Marti Watson Garlett
Anne Christian Buchanan
Steve McCurry
Jenny Davidson
Diana Shaw
Earl Mac Rauch
Thomas Lewis
Richard Lannon
Fari Amini
Saul
Saul Bellow Bellow
Rick Foster
Sefra Kobrin Pitzele
Julia Whitty
Robert W. McChesney
Richard Emil Braun
Charles D. Hayes
Robert Langbaum
Alvin Kernan
F. James Davis
Lillian B. Rubin
Ruby Cohn
Bapsi Sidhwa
R. W. Scholes
Shashi Tharoor
Edward Kasner
James Roy Newman
Murasaki Shikibu
Kencho Suematsu
Lyanda Lynn Haupt
Alice S. Rossi
John Suiter
Leslie Alan Horvitz
Seppo Ed Farrey
Nancy O'Hara
Sandra Haldeman Martz
Jenny Joseph
Unspecified
Deborah Gray White
David Hunt
Robie Macauley
George Lanning
James Robert Milam
Katherine Ketcham
Rebecca Woolis
Rod Colvin
Vernon E. Johnson
Pierre Laszlo
Mary Beth Mader
Don Marquis
Mary A. McDougall
John A.
M.D. McDougall
Stephanie Vaughn
Thrity Umrigar
U.S. Department Of Labor
Jennifer Louden
Cynthia Alvarez
Fran Gare
William Wright
Alvin Moscow
Dershowitz
Jose Maria Parramon
Liz Doyle
The Spice Girls
Mary Casanova
Jean-Paul Tibbles
Jon Bellini
William Stadiem
Noel Behn
Anna Akhmatova
Max Hayward
Stanley Kunitz
Ren� Milot
Diane Zak
Jean Wells
Thomas McNally
Marilyn Yalom
G. S Graber
Susan Faludi
Victoria Griffin
Langenscheidt Publishers
Jane Addams
Victoria Bissell Brown
M. H. Abrams
Carol Hymowitz
Robert Burns
Mark Antonacci
Ian Jack
Craig Buck
Max I. Dimont
Robin Hemley
Joyce Egginton
Barracl
Geoffrey Barraclough
Times Books
Edgar Johnson
Gerrald M. Knox
The Vanessa-Ann Collection
Joyce Aiken
Heini Gruffudd
Miles Hewstone
Wayne A. Lesko
Wayne Lesko
Edmund J. Bourne
Kyoko Mori
Scott McNeely
Marcia Yudkin
K. Jerben
O.E. Rolvaag
Lincoln Colcord
Brian Greene
Michael D'Antonio
Bittinger
Beecher
William H. Chafe
A Redemptorist Pastoral Publication
Charlene Altem
Andrew O'Hagan
Alexander Solzhenitsyn
Michael Glenny
Lila Abu-Lughod
Raisa Orlova
Samuel Cioran
George Bull
Pierre Wolff
Ignatius
William
S.J. Reiser
Michael Grant
Bruce Grant
Clark Walter Van Tilburg
Francis Fernandez
Hans Peter Richter
Stanley Thornes
Edward A. Baldwin
Stevie Baldwin
William G. Hynes
John Webster
Fred B. Millett
Sigrid Undset
Charles Archer
Richard P. McBrien
John Davies
Ivan Morris
Karen V. Kukil
J. V. Beckett
Ross Terrill
Han Suyin
Gordon A. Craig
James S. Olson
Robert D. Marcus
David Burner
David Loades
Fatima Mernissi
Thomas
Sir
Saint More
Gerard Wegemer
Clarence H.
Stephanie Nelson
Vasant Joshi
J. P Kenyon
J. J. Scarisbrick
Katherine Wei
Terry Quinn
Diana Souhami
Barbara Olson
Velma Barfield
Beck Weathers
Shusaku Endo
William Johnston
Anna Gekoski
Richard Wright
Hannah Arendt
Katherine Sturtevant
Richard Hofstadter
S. P. Somtow
Antony Beevor
Lillian Hellman
Hsi-Sheng Chi
Hsi-Sheng Ch'I
Tim Cockey
Allen D. Bragdon
David Gamon
B. Ransom
Patrick Quillin
Hillary Rodham Clinton
Alejandro Jodorowsky
Jason Starr
Jean Rouaud
Carina Von Enzenberg
Hartmut Zahn
Stuart Harrison
Teja Schwaner
Lion Feuchtwanger
Robert Carter
Andrei Makine
Holger Fock
Sabine M�ller
Dagoberto Gilb
Diana Norman
Gregor Seferens
Irene Dische
Angela Praesent
Susanna Rademacher
Helen Humphreys
Stephanie Schaffer-de Vries
Philip Jose Farmer
N. Gaiman
Mike Peters
Deborah Chester
Yuu Watase
Carol Sonenklar
Jane Sughrue Giberga
H. S. Bennett
Rebecca Bloom
Meggin Cabot
Leslie Lehr Spirson
Jim Heynen
Kathy Warriner
Marian Morash
Kit Pearson
John Skoyles
Jennifer Haigh
Jane Gardam
Wendell Minor
Jack Gantos
Daniel Cohen
Lorri Hewett
Audrey Couloumbis
Allan Gurganus
Augusta Trobaugh
Lewis Libby
Molly Moynahan
Linda Conway
Marion Cunningham
Donnie Cameron
Jean Ferris
Alexandra Parsons
Evie Safarewicz
Marjorie Leet Ford
Melissa Pritchard
Karen Brichoux
Lynn Messina
Bernard Glassman
Monique Mandali
Michael Covino
Liezel Norval-Kruger
Tina Marie Malherbe
Richard Lagravenese
Elizabeth Chan
Symeon Shimin
Donna Pacinelli
Edite Kroll
Stacy Cretzmeyer
Beate Klarsfeld
Michael Leapman
David A. Adler
Amer Assoc Of Colleges Of
Patrick Jennings
Clare Bell
Hannah McCouch
Sally Prue
Theodore J Miller
Timothy J. Penny
Major Garrett
Lynda Curnyn
Dia Calhoun
Letty Cottin Pogrebin
Hillary Frank
Florence Graham
Maryln Schwartz
Anna Leonowens
Nora Raleigh Baskin
Helen Lester
Lynn Munsinger
Christine Herman Merrill
George E. Stanley
Salvatore Murdocca
Stephen Cumbaa
Kim La Fave
Merebeth Switzer
Landoll
Marjorie Weinman Sharmat
Marc Simont
Jean Davis Callaghan
Florie Freshman (Illustrator)
Julie Brinckloe
Daniel J. Hochstatter
Christina Bartolomeo
Emanuela Stucchi Prinetti
Chuck Wil
Alonzo Kimball
Husain Haddawy
Muhsin Mahdi
Jacky Robinson
Paul Milliner
Ann Howard White
Janice Kaiser
Anne Marie Duquette
Vella Munn
Elizabeth Craig
Ann Landers
Carolyn Hougan
Arlene Monk
Charlotte Agell
Peter Dickinson
Angela Johnson
Kamil Vojnar
